MIN=0	-0.1	-0.3
MAX=14.142135623731	0.1	0.3
SCALE=10	0.05	0.1
DEC=1	4	4
DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V
0	0.00235	-0.00915
0.09	0.0025	-0.00675
0.19	0.0024	-0.0093
0.3	0.00235	-0.00495
0.4	0.0024	-0.0108
0.5	0.00235	-0.0042
0.6	0.00235	-0.00975
0.69	0.0027	-0.01095
0.8	0.011	-0.0285
0.9	0.01235	-0.0369
1	0.01335	-0.03345
1.1	0.01585	-0.0432
1.19	0.0201	-0.05535
1.3	0.0226	-0.05835
1.4	0.02365	-0.0654
1.5	0.02375	-0.06135
1.6	0.02615	-0.0708
1.69	0.0306	-0.08205
1.8	0.0329	-0.0852
1.9	0.033	-0.08985
2	0.033	-0.08325
2.1	0.033	-0.0873
2.19	0.03125	-0.0834
2.3	0.0276	-0.07065
2.4	0.024	-0.0675
2.5	0.02055	-0.051
2.6	0.01795	-0.0498
2.69	0.01555	-0.04245
2.8	0.0133	-0.03405
2.9	0.01165	-0.0348
3	0.0095	-0.0225
3.1	0.0067	-0.01905
3.19	0.00255	-0.0075
3.3	0.0024	-0.0063
3.4	0.0024	-0.01065
3.5	0.0038	-0.00825
3.6	0.0092	-0.02835
3.69	0.01405	-0.03765
3.8	0.01765	-0.0501
3.89	0.021	-0.05565
4	0.0235	-0.0606
4.09	0.0241	-0.0666
4.2	0.02595	-0.06645
4.3	0.02765	-0.0759
4.39	0.0294	-0.0777
4.5	0.0315	-0.08295
4.59	0.03305	-0.0894
4.7	0.033	-0.0837
4.8	0.033	-0.0882
4.89	0.03295	-0.08745
5	0.0302	-0.078
5.09	0.02555	-0.07065
5.2	0.0212	-0.0531
5.3	0.0179	-0.04635
5.39	0.01515	-0.0408
5.5	0.0128	-0.0315
5.59	0.01015	-0.03075
5.7	0.0081	-0.0186
5.8	0.0057	-0.015
5.89	0.00495	-0.01425
6	0.0024	-0.00555
6.09	0.0024	-0.0108
6.2	0.0024	-0.00435
6.3	0.0023	-0.0087
6.39	0.0024	-0.00675
6.5	0.0087	-0.0234
6.59	0.0144	-0.04215
6.7	0.01765	-0.045
6.8	0.021	-0.0573
6.89	0.0235	-0.063
7	0.026	-0.0672
7.09	0.0279	-0.0771
7.2	0.0299	-0.0756
7.3	0.0316	-0.08535
7.41	0.03305	-0.0864
7.5	0.033	-0.08625
7.59	0.03305	-0.09
7.7	0.03295	-0.084
7.8	0.033	-0.08955
7.91	0.0299	-0.0786
8	0.0273	-0.0714
8.09	0.02495	-0.06795
8.2	0.02135	-0.0534
8.3	0.0184	-0.051
8.41	0.0159	-0.0402
8.5	0.01335	-0.0348
8.59	0.0107	-0.0318
8.7	0.0076	-0.01785
8.8	0.0045	-0.0147
8.89	0.00245	-0.0081
9	0.00235	-0.00615
9.09	0.00245	-0.01005
9.2	0.00235	-0.00435
9.3	0.0059	-0.0204
9.41	0.01335	-0.0351
9.5	0.01685	-0.04335
9.59	0.02	-0.057
9.7	0.0212	-0.0534
9.8	0.02385	-0.06585
9.91	0.02735	-0.0726
10	0.0307	-0.0807
10.09	0.03305	-0.0903
10.2	0.03305	-0.08355
10.3	0.033	-0.0858
10.4	0.033	-0.0876
10.49	0.0316	-0.0846
10.6	0.0295	-0.07605
10.7	0.02635	-0.07125
10.8	0.02195	-0.0564
10.9	0.01825	-0.0474
10.99	0.0127	-0.0357
11.1	0.0076	-0.0186
11.2	0.00405	-0.01065
11.29	0.0024	-0.01065
11.4	0.0024	-0.0048
11.49	0.00235	-0.0093
11.6	0.00245	-0.0069
