MIN=0	-0.1	-0.3
MAX=14.142135623731	0.1	0.3
SCALE=10	0.05	0.1
DEC=1	4	4
DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V
0	0.00235	-0.0027
0.09	0.0025	-0.00855
0.2	0.00235	-0.003
0.29	0.0024	-0.009
0.4	0.0024	-0.0039
0.5	0.00235	-0.00555
0.61	0.0024	-0.00705
0.7	0.005	-0.00915
0.79	0.0074	-0.0183
0.9	0.0105	-0.0201
1	0.0151	-0.03285
1.11	0.02275	-0.0489
1.2	0.02685	-0.0531
1.29	0.02975	-0.063
1.4	0.03165	-0.0618
1.5	0.033	-0.06645
1.6	0.03295	-0.06525
1.69	0.03305	-0.06945
1.8	0.02635	-0.05025
1.89	0.01695	-0.0375
2	0.01245	-0.0243
2.1	0.0081	-0.0168
2.21	0.0024	-0.00825
2.3	0.00235	-0.0027
2.39	0.00235	-0.00915
2.5	0.00615	-0.01275
2.6	0.0155	-0.03255
2.71	0.02165	-0.0465
2.8	0.02555	-0.0489
2.89	0.02995	-0.0648
3	0.033	-0.0651
3.1	0.03295	-0.066
3.19	0.0331	-0.07065
3.3	0.033	-0.0639
3.39	0.0266	-0.057
3.5	0.02085	-0.0405
3.6	0.0144	-0.0288
3.71	0.0079	-0.0183
3.8	0.00235	-0.0036
3.89	0.00235	-0.00915
4	0.00245	-0.00465
4.1	0.004	-0.00975
4.21	0.0207	-0.04485
4.3	0.0309	-0.06255
4.39	0.033	-0.07095
4.5	0.033	-0.0657
4.6	0.03295	-0.0687
4.71	0.03295	-0.0693
4.8	0.033	-0.0648
4.89	0.03025	-0.06495
5	0.0231	-0.04515
5.1	0.01855	-0.03885
5.21	0.01435	-0.0309
5.3	0.0112	-0.02085
5.39	0.00815	-0.02025
5.5	0.00475	-0.0099
5.6	0.00235	-0.0075
5.7	0.00235	-0.00765
5.8	0.0051	-0.0105
5.89	0.01335	-0.03195
6	0.01945	-0.0378
6.1	0.02175	-0.04485
6.2	0.02505	-0.05475
6.3	0.0268	-0.0528
6.39	0.0294	-0.06435
6.5	0.03295	-0.0642
6.6	0.03305	-0.06855
6.7	0.03305	-0.0675
6.8	0.0271	-0.05355
6.89	0.02235	-0.04935
7	0.018	-0.03435
7.1	0.01535	-0.03285
7.2	0.0116	-0.02505
7.3	0.0094	-0.01815
7.39	0.00805	-0.0204
7.5	0.00475	-0.0075
7.6	0.00235	-0.0069
7.7	0.00245	-0.00615
7.8	0.00235	-0.00405
7.89	0.0024	-0.0093
8	0.0024	-0.00435
8.1	0.00235	-0.00705
8.2	0.0024	-0.00585
8.3	0.0088	-0.01725
8.39	0.01335	-0.03135
8.5	0.0185	-0.03615
8.6	0.02435	-0.0531
8.7	0.0331	-0.0672
8.8	0.03295	-0.0648
8.89	0.033	-0.07065
9	0.02675	-0.05145
9.1	0.01905	-0.03915
9.2	0.0085	-0.01875
9.3	0.0024	-0.00465
9.39	0.0024	-0.00945
9.5	0.00235	-0.00435
9.6	0.00235	-0.00705
9.7	0.0024	-0.00615
9.8	0.0024	-0.0051
9.89	0.00245	-0.0093
10	0.00235	-0.00255
10.1	0.00235	-0.0069
10.2	0.00235	-0.00495
10.3	0.0023	-0.0042
10.39	0.0024	-0.00915
10.5	0.0024	-0.003
10.6	0.0024	-0.00765
10.7	0.00245	-0.0045
10.8	0.00235	-0.0045
10.89	0.0024	-0.00915
11	0.00235	-0.0024
11.1	0.00235	-0.00795
