MIN=0	-0.1	-0.3
MAX=10	0.1	0.3
SCALE=10	0.05	0.1
DEC=1	4	4
DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V
0	0.00245	-0.00645
0.09	0.00235	-0.0039
0.2	0.00245	-0.0072
0.29	0.00235	-0.00195
0.4	0.0024	-0.0081
0.5	0.0024	-0.00375
0.61	0.0024	-0.0066
0.7	0.0024	-0.0066
0.79	0.0024	-0.0027
0.9	0.00235	-0.00855
1	0.0024	-0.00495
1.09	0.00225	-0.00435
1.2	0.00245	-0.006
1.29	0.0024	-0.0027
1.4	0.0024	-0.0087
1.5	0.0024	-0.00345
1.59	0.01645	-0.0282
1.7	0.03105	-0.05235
1.79	0.03305	-0.051
1.9	0.033	-0.0567
2	0.0331	-0.0516
2.09	0.033	-0.05235
2.2	0.0281	-0.04515
2.29	0.0101	-0.0144
2.4	0.0024	-0.0078
2.5	0.0024	-0.00345
2.59	0.0143	-0.0246
2.7	0.033	-0.05475
2.79	0.03295	-0.05115
2.9	0.03105	-0.05205
3	0.01205	-0.01755
3.09	0.00255	-0.00585
3.2	0.0025	-0.00615
3.29	0.0109	-0.01845
3.4	0.033	-0.0567
3.5	0.03305	-0.0507
3.61	0.03295	-0.05415
3.7	0.02015	-0.03315
3.79	0.00605	-0.00825
3.9	0.00245	-0.0081
4	0.0048	-0.0081
4.09	0.02645	-0.04365
4.2	0.033	-0.05355
4.29	0.0329	-0.05085
4.4	0.02675	-0.04485
4.5	0.0087	-0.01185
4.61	0.0024	-0.0081
4.7	0.0024	-0.00495
4.79	0.0213	-0.0351
4.9	0.0331	-0.05625
5	0.03305	-0.05085
5.11	0.02735	-0.0465
5.2	0.0112	-0.01785
5.29	0.0025	-0.003
5.4	0.00235	-0.0072
5.5	0.0101	-0.0159
5.61	0.03295	-0.05655
5.7	0.03305	-0.05295
5.79	0.033	-0.05265
5.9	0.01195	-0.0216
6	0.00325	-0.00225
6.11	0.00235	-0.0081
6.2	0.0024	-0.00615
6.29	0.0231	-0.039
6.4	0.03305	-0.05595
6.5	0.033	-0.0507
6.6	0.01835	-0.0252
6.69	0.0038	-0.0075
6.8	0.0024	-0.0045
6.89	0.0023	-0.00315
7	0.00235	-0.0072
7.1	0.0024	-0.00195
7.21	0.0024	-0.00795
7.3	0.0025	-0.0051
7.39	0.00235	-0.0036
7.5	0.00235	-0.00735
7.6	0.00235	-0.0024
