MIN=0	-0.1	-0.3
MAX=14.142135623731	0.1	0.3
SCALE=10	0.05	0.1
DEC=1	4	4
DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V
0	0.00235	-0.00615
0.09	0.0024	-0.00495
0.2	0.00245	-0.00225
0.29	0.00245	-0.0084
0.39	0.0024	-0.0036
0.5	0.0023	-0.00375
0.59	0.00245	-0.00645
0.7	0.00235	-0.00255
0.8	0.0024	-0.00825
0.9	0.0025	-0.003
1	0.0078	-0.0156
1.09	0.0111	-0.02055
1.2	0.016	-0.02595
1.3	0.0187	-0.03495
1.4	0.0209	-0.03285
1.5	0.0241	-0.04215
1.59	0.02865	-0.0495
1.7	0.033	-0.0534
1.8	0.033	-0.0582
1.9	0.03295	-0.05205
2	0.033	-0.0567
2.09	0.02695	-0.0453
2.2	0.02165	-0.03495
2.3	0.01785	-0.03285
2.4	0.01165	-0.0171
2.5	0.0052	-0.01065
2.59	0.00245	-0.0057
2.7	0.00235	-0.00435
2.8	0.00245	-0.0078
2.9	0.00245	-0.00195
3	0.0024	-0.0075
3.09	0.00885	-0.01755
3.2	0.01385	-0.02385
3.3	0.01735	-0.0327
3.4	0.01985	-0.0309
3.5	0.0237	-0.04305
3.59	0.02685	-0.0462
3.7	0.033	-0.0543
3.8	0.033	-0.0588
3.9	0.033	-0.0528
4	0.0331	-0.05805
4.09	0.0331	-0.05445
4.2	0.02855	-0.04575
4.3	0.0219	-0.04005
4.41	0.01505	-0.0243
4.5	0.00995	-0.0201
4.59	0.0052	-0.01005
4.7	0.0024	-0.0051
4.8	0.00245	-0.00825
4.9	0.0024	-0.0018
5	0.00635	-0.0153
5.09	0.01205	-0.02115
5.2	0.018	-0.02985
5.3	0.0214	-0.0402
5.4	0.0234	-0.03765
5.5	0.02585	-0.0465
5.59	0.0312	-0.051
5.7	0.0329	-0.0543
5.8	0.03305	-0.0585
5.9	0.033	-0.0537
6	0.03295	-0.0573
6.09	0.0289	-0.04665
6.2	0.02205	-0.0384
6.3	0.01535	-0.0288
6.4	0.0122	-0.0192
6.5	0.0074	-0.01605
6.59	0.00245	-0.0048
6.7	0.0024	-0.0063
6.8	0.00245	-0.00645
6.89	0.0024	-0.00495
7	0.00825	-0.0174
7.09	0.014	-0.02535
7.2	0.01895	-0.0303
7.3	0.02315	-0.0432
7.39	0.0323	-0.0546
7.5	0.033	-0.0567
7.59	0.033	-0.05745
7.7	0.03295	-0.0534
7.8	0.03295	-0.057
7.89	0.02985	-0.048
8	0.02215	-0.0375
8.09	0.01655	-0.03
8.2	0.0077	-0.01215
8.3	0.0024	-0.00795
8.39	0.0024	-0.00315
8.5	0.00235	-0.00705
8.59	0.0025	-0.0075
8.7	0.0059	-0.0099
8.8	0.02015	-0.03825
8.89	0.02775	-0.04575
9	0.033	-0.057
9.09	0.03305	-0.05745
9.19	0.03305	-0.05385
9.3	0.03295	-0.05505
9.39	0.0331	-0.05745
9.5	0.0329	-0.0531
9.6	0.03295	-0.05865
9.69	0.03305	-0.0537
9.8	0.02815	-0.0477
9.89	0.02475	-0.0426
10	0.02235	-0.0357
10.1	0.01955	-0.036
10.19	0.0162	-0.02625
10.3	0.01185	-0.0222
10.39	0.00845	-0.01665
10.5	0.0024	-0.0039
10.6	0.0025	-0.0084
10.69	0.0024	-0.003
10.8	0.00235	-0.0069
10.89	0.0024	-0.0069
11	0.0024	-0.00405
11.1	0.00245	-0.0087
11.19	0.00245	-0.00315
