MIN=0	-0.1	-0.3
MAX=10	0.1	0.3
SCALE=10	0.05	0.1
DEC=1	4	4
DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V
0	0.00235	-0.0075
0.09	0.00245	-0.00855
0.2	0.0024	-0.0051
0.3	0.00245	-0.01095
0.41	0.0024	-0.0039
0.5	0.00235	-0.00765
0.59	0.0024	-0.0084
0.7	0.00255	-0.0057
0.8	0.0046	-0.01635
0.9	0.00685	-0.01515
1	0.0088	-0.0255
1.09	0.0126	-0.03465
1.2	0.02025	-0.05055
1.29	0.02745	-0.0726
1.4	0.03305	-0.0792
1.5	0.03305	-0.0843
1.59	0.0331	-0.0831
1.7	0.033	-0.0801
1.79	0.033	-0.0855
1.9	0.03305	-0.07935
2	0.0277	-0.07185
2.09	0.02475	-0.0627
2.2	0.02135	-0.05385
2.3	0.0169	-0.04305
2.39	0.0131	-0.036
2.5	0.009	-0.0216
2.6	0.00565	-0.01785
2.71	0.00365	-0.00795
2.8	0.0024	-0.0087
2.89	0.0025	-0.0084
3	0.00235	-0.00585
3.1	0.00235	-0.0108
3.2	0.0073	-0.01725
3.3	0.0142	-0.03885
3.39	0.01925	-0.05265
3.5	0.022	-0.05445
3.6	0.0243	-0.06375
3.7	0.0269	-0.06585
3.8	0.0329	-0.08355
3.89	0.03305	-0.0837
4	0.033	-0.0795
4.1	0.0303	-0.07905
4.21	0.024	-0.0579
4.3	0.019	-0.0462
4.39	0.01565	-0.04155
4.5	0.0105	-0.02415
4.6	0.0083	-0.0249
4.71	0.0046	-0.0099
4.8	0.0024	-0.009
4.89	0.0024	-0.0087
5	0.0023	-0.0048
5.1	0.00775	-0.0246
5.21	0.0167	-0.04035
5.3	0.0213	-0.05295
5.39	0.0262	-0.06825
5.5	0.02945	-0.0726
5.6	0.033	-0.0855
5.7	0.0329	-0.0819
5.8	0.0329	-0.0831
5.89	0.0303	-0.07725
6	0.0228	-0.05565
6.1	0.01765	-0.0477
6.2	0.0124	-0.02805
6.3	0.0078	-0.02175
6.39	0.00475	-0.0141
6.5	0.00235	-0.006
6.6	0.0024	-0.01035
6.7	0.00245	-0.00435
6.8	0.00905	-0.02715
6.89	0.01765	-0.0468
7	0.024	-0.05985
7.1	0.02975	-0.0777
7.2	0.03295	-0.0807
7.3	0.033	-0.08415
7.39	0.03305	-0.0831
7.5	0.03295	-0.0798
7.6	0.0301	-0.0768
7.7	0.0217	-0.05175
7.8	0.0153	-0.0387
7.89	0.0108	-0.0276
8	0.00725	-0.01785
8.1	0.0048	-0.0159
8.2	0.0024	-0.00525
8.3	0.00235	-0.009
8.39	0.0024	-0.00795
8.5	0.00235	-0.00585
8.6	0.00245	-0.0099
8.7	0.0024	-0.00435
8.8	0.00235	-0.0096
8.89	0.00245	-0.0099
