MIN=0	-0.1	-0.3
MAX=14.142135623731	0.1	0.3
SCALE=10	0.05	0.1
DEC=1	4	4
DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V
0	0.00235	-0.0036
0.09	0.0024	-0.00795
0.2	0.00235	-0.00255
0.29	0.0024	-0.0075
0.4	0.00245	-0.00345
0.5	0.00355	-0.0066
0.59	0.0075	-0.01665
0.7	0.0091	-0.0138
0.8	0.0104	-0.0207
0.9	0.01415	-0.0234
1	0.0176	-0.03
1.09	0.0193	-0.03645
1.2	0.02345	-0.03825
1.29	0.0306	-0.05475
1.4	0.03305	-0.05475
1.5	0.03295	-0.05535
1.59	0.0331	-0.05775
1.7	0.033	-0.0534
1.79	0.02815	-0.051
1.9	0.02175	-0.03525
2	0.01755	-0.02865
2.09	0.01345	-0.02595
2.2	0.00905	-0.01275
2.29	0.0064	-0.01425
2.4	0.00245	-0.00375
2.5	0.00235	-0.0048
2.59	0.0024	-0.00675
2.7	0.00935	-0.0159
2.79	0.01435	-0.02835
2.9	0.0182	-0.03105
2.99	0.0209	-0.03915
3.1	0.02385	-0.03735
3.2	0.0265	-0.04905
3.3	0.0304	-0.05085
3.4	0.03305	-0.05535
3.49	0.03305	-0.0594
3.6	0.03295	-0.0534
3.69	0.03105	-0.0537
3.8	0.0277	-0.045
3.9	0.02265	-0.0384
3.99	0.01845	-0.03465
4.1	0.01375	-0.0207
4.2	0.00935	-0.0186
4.3	0.00465	-0.0078
4.4	0.0024	-0.0042
4.49	0.0024	-0.0078
4.6	0.00235	-0.0018
4.7	0.0083	-0.01845
4.8	0.0145	-0.02385
4.9	0.01715	-0.0294
5.01	0.02095	-0.0378
5.1	0.0234	-0.03735
5.2	0.0268	-0.048
5.3	0.03015	-0.05025
5.4	0.03245	-0.05475
5.49	0.03305	-0.05895
5.6	0.033	-0.05265
5.7	0.03295	-0.0585
5.8	0.0303	-0.05055
5.9	0.02805	-0.0471
5.99	0.0223	-0.03975
6.1	0.01705	-0.02655
6.2	0.01265	-0.02415
6.3	0.00515	-0.0108
6.4	0.00235	-0.0051
6.49	0.0024	-0.0072
6.6	0.00235	-0.0018
6.7	0.00245	-0.0084
6.8	0.004	-0.0066
6.9	0.00915	-0.0171
7.01	0.01455	-0.0279
7.1	0.0173	-0.0288
7.19	0.02045	-0.03825
7.3	0.02585	-0.04185
7.4	0.02755	-0.048
7.51	0.03045	-0.05355
7.6	0.03295	-0.0534
7.69	0.033	-0.0594
7.8	0.0331	-0.0537
7.9	0.033	-0.0567
8.01	0.0331	-0.05715
8.1	0.03295	-0.0537
8.19	0.0316	-0.057
8.3	0.02365	-0.0375
8.4	0.02135	-0.0357
8.49	0.01655	-0.0309
8.6	0.01035	-0.01635
8.69	0.00675	-0.01455
8.8	0.0035	-0.0051
8.9	0.0024	-0.006
9.01	0.00245	-0.00645
9.1	0.00235	-0.0024
9.19	0.00245	-0.0081
9.3	0.00245	-0.00375
9.4	0.0024	-0.0057
9.51	0.0024	-0.0057
9.6	0.00235	-0.003
9.69	0.00235	-0.0084
9.8	0.0024	-0.00375
9.9	0.00245	-0.00405
9.99	0.00245	-0.0075
10.1	0.0024	-0.00195
10.19	0.00235	-0.0075
10.3	0.0024	-0.0051
10.4	0.00225	-0.0054
